Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Alt Text
31-1J,"'Catch A Falling Star' Dangle With Clear Cubic Zirconia","Sterling silver & cubic zirconia 'catch a falling star' dangle with clear cubic zirconia.  Made by Halia",Halia,Bead,"Nature, Cubic Zirconia,Halia",TRUE,Material,"Sterling Silver & Cubic Zirconia",,,,,31-1J,6,shopify,1,deny,manual,28.8,48,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/31-1J.jpg,"'Catch A Falling Star' Dangle With Clear Cubic Zirconia"
31-2A,"'Star' With Clear Cubic Zirconia","Sterling silver & cubic zirconia 'star' with clear cubic zirconia.  Made by Chamilia",Chamilia,Bead,"Nature, Cubic Zirconia,Chamilia",TRUE,Material,"Sterling Silver & Cubic Zirconia",,,,,31-2A,6,shopify,3,deny,manual,28.8,48,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/31-2A.jpg,"'Star' With Clear Cubic Zirconia"
31-2B,"Rocking Horse","Sterling silver rocking horse.  Made by Carlo Biagi",Carlo Biagi,Bead,"Family,Carlo Biagi",TRUE,Material,"Sterling Silver",,,,,31-2B,6,shopify,1,deny,manual,21.6,36,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/31-2B.jpg,"Rocking Horse"
31-2C,"Baby Duck","Sterling silver baby duck.  Made by Carlo Biagi",Carlo Biagi,Bead,"Family,Carlo Biagi",TRUE,Material,"Sterling Silver",,,,,31-2C,6,shopify,1,deny,manual,21.6,36,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/31-2C.jpg,"Baby Duck"
31-2D,"'Rocking Horse'","Sterling silver 'rocking horse'.  Made by Halia",Halia,Bead,"Family,Halia",TRUE,Material,"Sterling Silver",,,,,31-2D,6,shopify,3,deny,manual,21.6,36,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/31-2D.jpg,"'Rocking Horse'"
31-2E,"'Jeweled Heart In Heart', Pink Cubic Zirconia","Sterling silver & cubic zirconia 'jeweled heart in heart', pink cubic zirconia.  Made by Chamilia",Chamilia,Bead,"Love, Cubic Zirconia,Chamilia",TRUE,Material,"Sterling Silver & Cubic Zirconia",,,,,31-2E,6,shopify,3,deny,manual,39,65,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/31-2E.jpg,"'Jeweled Heart In Heart', Pink Cubic Zirconia"
31-2F,"'Jeweled Heart In Heart', Pink And Orange Cubic Zirconia","Sterling silver & cubic zirconia 'jeweled heart in heart', pink and orange cubic zirconia.  Made by Chamilia",Chamilia,Bead,"Love, Cubic Zirconia,Chamilia",TRUE,Material,"Sterling Silver & Cubic Zirconia",,,,,31-2F,6,shopify,2,deny,manual,39,65,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/31-2F.jpg,"'Jeweled Heart In Heart', Pink And Orange Cubic Zirconia"
31-2G,"'Lucky Key' With Clear Swarovski","Sterling silver & swarovski 'lucky key' with clear swarovski.  Made by Chamilia",Chamilia,Bead,"Love, Swarovski,Chamilia",TRUE,Material,"Sterling Silver & Swarovski",,,,,31-2G,6,shopify,1,deny,manual,39,65,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/31-2G.jpg,"'Lucky Key' With Clear Swarovski"
31-2H,"Heart With Pink Cubic Zirconia","Sterling silver & cubic zirconia heart with pink cubic zirconia.  Made by Carlo Biagi",Carlo Biagi,Bead,"Love, Cubic Zirconia,Carlo Biagi",TRUE,Material,"Sterling Silver & Cubic Zirconia",,,,,31-2H,6,shopify,2,deny,manual,28.8,48,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/31-2H.jpg,"Heart With Pink Cubic Zirconia"
31-2I,"Heart With Flowers And Clear Cubic Zirconia","Sterling silver & cubic zirconia heart with flowers and clear cubic zirconia.  Made by Carlo Biagi",Carlo Biagi,Bead,"Love, Cubic Zirconia,Carlo Biagi",TRUE,Material,"Sterling Silver & Cubic Zirconia",,,,,31-2I,6,shopify,1,deny,manual,34.8,58,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/31-2I.jpg,"Heart With Flowers And Clear Cubic Zirconia"
31-2J,"Heart With Red Cubic Zirconia","Sterling silver & cubic zirconia heart with red cubic zirconia.  Made by Carlo Biagi",Carlo Biagi,Bead,"Love, Cubic Zirconia,Carlo Biagi",TRUE,Material,"Sterling Silver & Cubic Zirconia",,,,,31-2J,6,shopify,1,deny,manual,28.8,48,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/31-2J.jpg,"Heart With Red Cubic Zirconia"
31-3A,"Heart With Clear Cubic Zirconia","Sterling silver & cubic zirconia heart with clear cubic zirconia.  Made by Carlo Biagi",Carlo Biagi,Bead,"Love, Cubic Zirconia,Carlo Biagi",TRUE,Material,"Sterling Silver & Cubic Zirconia",,,,,31-3A,6,shopify,1,deny,manual,28.8,48,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/31-3A.jpg,"Heart With Clear Cubic Zirconia"
31-3B,"Heart With Crown And Blue Cubic Zirconia","Sterling silver & cubic zirconia heart with crown and blue cubic zirconia.  Made by Carlo Biagi",Carlo Biagi,Bead,"Love, Cubic Zirconia,Carlo Biagi",TRUE,Material,"Sterling Silver & Cubic Zirconia",,,,,31-3B,6,shopify,1,deny,manual,28.8,48,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/31-3B.jpg,"Heart With Crown And Blue Cubic Zirconia"
31-3C,"Ball With Red Enamel Hearts","Sterling silver & enamel ball with red enamel hearts.  Made by Carlo Biagi",Carlo Biagi,Bead,"Love, Enamel,Carlo Biagi",TRUE,Material,"Sterling Silver & Enamel",,,,,31-3C,6,shopify,3,deny,manual,22.8,38,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/31-3C.jpg,"Ball With Red Enamel Hearts"
31-3D,"'Dove Of Love' With Red Enamel Heart","Sterling silver & enamel 'dove of love' with red enamel heart.  Made by Chamilia",Chamilia,Bead,"Love, Enamel,Chamilia",TRUE,Material,"Sterling Silver & Enamel",,,,,31-3D,6,shopify,3,deny,manual,25.8,43,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/31-3D.jpg,"'Dove Of Love' With Red Enamel Heart"
31-3E,"Band Of Red Enamel Hearts","Sterling silver & enamel band of red enamel hearts.  Made by Moress",Moress,Bead,"Love, Enamel,Moress",TRUE,Material,"Sterling Silver & Enamel",,,,,31-3E,6,shopify,1,deny,manual,34.2,57,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/31-3E.jpg,"Band Of Red Enamel Hearts"
31-3F,"Band Of White Enamel Hearts","Sterling silver & enamel band of white enamel hearts.  Made by Zable",Zable,Bead,"Love, Enamel,Zable",TRUE,Material,"Sterling Silver & Enamel",,,,,31-3F,6,shopify,1,deny,manual,25.8,43,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/31-3F.jpg,"Band Of White Enamel Hearts"
31-3G,"White Enamel With Silver Hearts","Sterling silver & enamel white enamel with silver hearts.  Made by Beadles",Beadles,Bead,"Love, Enamel,Beadles",TRUE,Material,"Sterling Silver & Enamel",,,,,31-3G,6,shopify,1,deny,manual,25.8,43,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/31-3G.jpg,"White Enamel With Silver Hearts"
31-3H,"Red Enamel With Silver Hearts","Sterling silver & enamel red enamel with silver hearts.  Made by Beadles",Beadles,Bead,"Love, Enamel,Beadles",TRUE,Material,"Sterling Silver & Enamel",,,,,31-3H,6,shopify,1,deny,manual,25.8,43,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/31-3H.jpg,"Red Enamel With Silver Hearts"
31-3I,"Irish Claddagh With Green Enamel","Sterling silver & enamel irish claddagh with green enamel.  Made by Carlo Biagi",Carlo Biagi,Bead,"Love, Enamel,Carlo Biagi",TRUE,Material,"Sterling Silver & Enamel",,,,,31-3I,6,shopify,1,deny,manual,25.8,43,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/31-3I.jpg,"Irish Claddagh With Green Enamel"
31-3J,"'Sweet Heart' With Pink Cubic Zirconia","Sterling silver & cubic zirconia 'sweet heart' with pink cubic zirconia.  Made by Ohm",Ohm,Bead,"Love, Cubic Zirconia,Ohm",TRUE,Material,"Sterling Silver & Cubic Zirconia",,,,,31-3J,6,shopify,1,deny,manual,45,45,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/31-3J.jpg,"'Sweet Heart' With Pink Cubic Zirconia"
31-4A,"Heart Lock With Key Hole And Red Cubic Zirconia","Sterling silver & cubic zirconia heart lock with key hole and red cubic zirconia.  Made by Carlo Biagi",Carlo Biagi,Bead,"Love, Cubic Zirconia,Carlo Biagi",TRUE,Material,"Sterling Silver & Cubic Zirconia",,,,,31-4A,6,shopify,1,deny,manual,28.8,48,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/31-4A.jpg,"Heart Lock With Key Hole And Red Cubic Zirconia"
31-4B,"'Queen Of Hearts', Heart With Crown And Clear Cubic Zirconia","Sterling silver & cubic zirconia 'queen of hearts', heart with crown and clear cubic zirconia.  Made by Halia",Halia,Bead,"Love, Cubic Zirconia,Halia",TRUE,Material,"Sterling Silver & Cubic Zirconia",,,,,31-4B,6,shopify,3,deny,manual,28.8,48,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/31-4B.jpg,"'Queen Of Hearts', Heart With Crown And Clear Cubic Zirconia"
31-4C,"'Dreaming Of Him', Cylinder With Pink Cubic Zirconia Hearts","Sterling silver & cubic zirconia 'dreaming of him', cylinder with pink cubic zirconia hearts.  Made by Halia",Halia,Bead,"Love, Cubic Zirconia,Halia",TRUE,Material,"Sterling Silver & Cubic Zirconia",,,,,31-4C,6,shopify,2,deny,manual,28.8,48,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/31-4C.jpg,"'Dreaming Of Him', Cylinder With Pink Cubic Zirconia Hearts"
31-4D,"'Three Times A Lady', Band Of Hearts With Clear Cubic Zirconia","Sterling silver & cubic zirconia 'three times a lady', band of hearts with clear cubic zirconia.  Made by Halia",Halia,Bead,"Love, Cubic Zirconia,Halia",TRUE,Material,"Sterling Silver & Cubic Zirconia",,,,,31-4D,6,shopify,1,deny,manual,28.8,48,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/31-4D.jpg,"'Three Times A Lady', Band Of Hearts With Clear Cubic Zirconia"
31-4E,"'Sparkling Heart', Band Of Hearts With Clear Cubic Zirconia","Sterling silver & cubic zirconia 'sparkling heart', band of hearts with clear cubic zirconia.  Made by Halia",Halia,Bead,"Love, Cubic Zirconia,Halia",TRUE,Material,"Sterling Silver & Cubic Zirconia",,,,,31-4E,6,shopify,2,deny,manual,28.8,48,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/31-4E.jpg,"'Sparkling Heart', Band Of Hearts With Clear Cubic Zirconia"
31-4F,"'You Know How To Whistle, Don't You', Whistle With Heart And Clear Cubic Zirconia","Sterling silver & cubic zirconia 'you know how to whistle, don't you', whistle with heart and clear cubic zirconia.  Made by Halia",Halia,Bead,"Love, Cubic Zirconia,Halia",TRUE,Material,"Sterling Silver & Cubic Zirconia",,,,,31-4F,6,shopify,1,deny,manual,28.8,48,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/31-4F.jpg,"'You Know How To Whistle, Don't You', Whistle With Heart And Clear Cubic Zirconia"
31-4G,"'Close To The Heart', Heart With Clear Cubic Zirconia","Sterling silver & cubic zirconia 'close to the heart', heart with clear cubic zirconia.  Made by Halia",Halia,Bead,"Love, Cubic Zirconia,Halia",TRUE,Material,"Sterling Silver & Cubic Zirconia",,,,,31-4G,6,shopify,2,deny,manual,28.8,48,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/31-4G.jpg,"'Close To The Heart', Heart With Clear Cubic Zirconia"
31-4H,"'Love's Future', Band Of Hearts With Faux Pearl Dangle","Sterling silver & faux pearl 'love's future', band of hearts with faux pearl dangle.  Made by Halia",Halia,Bead,"Love, Faux Pearl,Halia",TRUE,Material,"Sterling Silver & Faux Pearl",,,,,31-4H,6,shopify,1,deny,manual,21.6,36,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/31-4H.jpg,"'Love's Future', Band Of Hearts With Faux Pearl Dangle"
31-4I,"10k Solid Gold Seashell","10k gold 10k solid gold seashell.  Made by Carlo Biagi",Carlo Biagi,Bead,"Nature, Sea, Gold,Carlo Biagi",TRUE,Material,"10k Gold",,,,,31-4I,6,shopify,1,deny,manual,234,390,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/31-4I.jpg,"10k Solid Gold Seashell"
31-4J,"'Engagement Ring', 14k Gold And Sterling Silver","Sterling silver & 14k gold 'engagement ring', 14k gold and sterling silver.  Made by Novo",Novo,Bead,"Love, Gold,Novo",TRUE,Material,"Sterling Silver & 14k Gold",,,,,31-4J,6,shopify,1,deny,manual,188.4,314,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/31-4J.jpg,"'Engagement Ring', 14k Gold And Sterling Silver"
31-5A,"10k Solid Gold Angel With Heart","10k gold 10k solid gold angel with heart.  Made by Carlo Biagi",Carlo Biagi,Bead,"Faith, Gold,Carlo Biagi",TRUE,Material,"10k Gold",,,,,31-5A,6,shopify,1,deny,manual,195,325,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/31-5A.jpg,"10k Solid Gold Angel With Heart"
31-5B,"Decorative 14k Gold Band Of Flowers","Sterling silver & 14k gold decorative 14k gold band of flowers.  Made by Reller",Reller,Bead,"Decorative, Gold,Reller",TRUE,Material,"Sterling Silver & 14k Gold",,,,,31-5B,6,shopify,2,deny,manual,109.8,183,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/31-5B.jpg,"Decorative 14k Gold Band Of Flowers"
31-5C,"Dangle Birdcage, 14k Gold And Sterling Silver","Sterling silver & 14k gold dangle birdcage, 14k gold and sterling silver.  Made by Moress",Moress,Bead,"Nature, Animals, Gold,Moress",TRUE,Material,"Sterling Silver & 14k Gold",,,,,31-5C,6,shopify,1,deny,manual,135,225,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/31-5C.jpg,"Dangle Birdcage, 14k Gold And Sterling Silver"
31-5D,"Sterling Silver Cupcake With 14k Gold Flower Centers","Sterling silver & 14k gold sterling silver cupcake with 14k gold flower centers.  Made by Moress",Moress,Bead,"Food & Drink, Gold,Moress",TRUE,Material,"Sterling Silver & 14k Gold",,,,,31-5D,6,shopify,1,deny,manual,66,110,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/31-5D.jpg,"Sterling Silver Cupcake With 14k Gold Flower Centers"
31-5E,"Sterling Silver Barrel With 14k Gold Wavy Line, 'Car Chase'","Sterling silver & 14k gold sterling silver barrel with 14k gold wavy line, 'car chase'.  Made by Halia",Halia,Bead,"Decorative, Gold,Halia",TRUE,Material,"Sterling Silver & 14k Gold",,,,,31-5E,6,shopify,1,deny,manual,84,140,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/31-5E.jpg,"Sterling Silver Barrel With 14k Gold Wavy Line, 'Car Chase'"
31-5F,"Sterling Silver Ball With Waves And 14k Gold Seashells","Sterling silver & 14k gold sterling silver ball with waves and 14k gold seashells.  Made by Reller",Reller,Bead,"Nature, Sea, Gold,Reller",TRUE,Material,"Sterling Silver & 14k Gold",,,,,31-5F,6,shopify,1,deny,manual,74.4,124,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/31-5F.jpg,"Sterling Silver Ball With Waves And 14k Gold Seashells"
31-5G,"Sterling Silver 'Morning Glory' With 14k Gold Flower Center","Sterling silver & 14k gold sterling silver 'morning glory' with 14k gold flower center.  Made by Novo",Novo,Bead,"Nature, Garden, Gold,Novo",TRUE,Material,"Sterling Silver & 14k Gold",,,,,31-5G,6,shopify,1,deny,manual,73.8,123,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/31-5G.jpg,"Sterling Silver 'Morning Glory' With 14k Gold Flower Center"
31-5H,"Sterling Silver Girl Holding 14k Gold Heart","Sterling silver & 14k gold sterling silver girl holding 14k gold heart.  Made by Moress",Moress,Bead,"Love, Gold,Moress",TRUE,Material,"Sterling Silver & 14k Gold",,,,,31-5H,6,shopify,1,deny,manual,72,120,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/31-5H.jpg,"Sterling Silver Girl Holding 14k Gold Heart"
31-5I,"Sterling Silver Ball With Waves And 14k Gold Starfish","Sterling silver & 14k gold sterling silver ball with waves and 14k gold starfish.  Made by Reller",Reller,Bead,"Nature, Sea, Gold,Reller",TRUE,Material,"Sterling Silver & 14k Gold",,,,,31-5I,6,shopify,1,deny,manual,70.8,118,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/31-5I.jpg,"Sterling Silver Ball With Waves And 14k Gold Starfish"
31-5J,"Sterling Silver Dog With 14k Gold Collar, 'Good Puppy'","Sterling silver & 14k gold sterling silver dog with 14k gold collar, 'good puppy'.  Made by Halia",Halia,Bead,"Nature, Animals, Gold,Halia",TRUE,Material,"Sterling Silver & 14k Gold",,,,,31-5J,6,shopify,1,deny,manual,54,90,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/31-5J.jpg,"Sterling Silver Dog With 14k Gold Collar, 'Good Puppy'"
31-6A,"Sterling Silver Ball With Waves And 14k Gold Anchors","Sterling silver & 14k gold sterling silver ball with waves and 14k gold anchors.  Made by Reller",Reller,Bead,"Nautical, Gold,Reller",TRUE,Material,"Sterling Silver & 14k Gold",,,,,31-6A,6,shopify,1,deny,manual,58.2,97,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/31-6A.jpg,"Sterling Silver Ball With Waves And 14k Gold Anchors"
31-6B,"Sterling Silver Cat With Gold Heart, 'Dinner Time'","Sterling silver & 14k gold sterling silver cat with gold heart, 'dinner time'.  Made by Halia",Halia,Bead,"Nature, Animals, Gold,Halia",TRUE,Material,"Sterling Silver & 14k Gold",,,,,31-6B,6,shopify,1,deny,manual,54,90,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/31-6B.jpg,"Sterling Silver Cat With Gold Heart, 'Dinner Time'"
31-6C,"Sterling Silver Dog With 14k Gold Collar, 'Wag The Dog'","Sterling silver & 14k gold sterling silver dog with 14k gold collar, 'wag the dog'.  Made by Halia",Halia,Bead,"Nature, Animals, Gold,Halia",TRUE,Material,"Sterling Silver & 14k Gold",,,,,31-6C,6,shopify,1,deny,manual,60,100,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/31-6C.jpg,"Sterling Silver Dog With 14k Gold Collar, 'Wag The Dog'"
31-6D,"Sterling Silver Bead With 14k Gold Bands","Sterling silver & 14k gold sterling silver bead with 14k gold bands.  Made by Israelilink",Israelilink,Bead,"Decorative, Gold,Israelilink",TRUE,Material,"Sterling Silver & 14k Gold",,,,,31-6D,6,shopify,1,deny,manual,45,75,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/31-6D.jpg,"Sterling Silver Bead With 14k Gold Bands"
31-6E,"Sterling Silver Bead With 14k Gold Flower Centers","Sterling silver & 14k gold sterling silver bead with 14k gold flower centers.  Made by Chamilia",Chamilia,Bead,"Nature, Garden, Gold,Chamilia",TRUE,Material,"Sterling Silver & 14k Gold",,,,,31-6E,6,shopify,1,deny,manual,48,80,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/31-6E.jpg,"Sterling Silver Bead With 14k Gold Flower Centers"
31-6F,"Sterling Silver Birdcage With 14k Gold Bird","Sterling silver & 14k gold sterling silver birdcage with 14k gold bird.  Made by Reller",Reller,Bead,"Nature, Animals, Gold,Reller",TRUE,Material,"Sterling Silver & 14k Gold",,,,,31-6F,6,shopify,1,deny,manual,87,145,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/31-6F.jpg,"Sterling Silver Birdcage With 14k Gold Bird"
31-6G,"Solid 10k Gold Ladybug","10k gold solid 10k gold ladybug.  Made by Carlo Biagi",Carlo Biagi,Bead,"Nature, Garden, Gold,Carlo Biagi",TRUE,Material,"10k Gold",,,,,31-6G,6,shopify,1,deny,manual,219,365,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/31-6G.jpg,"Solid 10k Gold Ladybug"
31-6H,"Solid 14k Gold Filigree Ball, 'Flowers'","14k gold solid 14k gold filigree ball, 'flowers'.  Made by Chamilia",Chamilia,Bead,"Nature, Garden, Gold,Chamilia",TRUE,Material,"14k Gold",,,,,31-6H,6,shopify,1,deny,manual,192.6,321,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/31-6H.jpg,"Solid 14k Gold Filigree Ball, 'Flowers'"
31-6I,"Sterling Silver Beehive With 14k Gold Bee, Engraved 'Special Bee', 'Honey Bee'","Sterling silver & 14k gold sterling silver beehive with 14k gold bee, engraved 'special bee', 'honey bee'.  Made by Chamilia",Chamilia,Bead,"Nature, Garden, Gold,Chamilia",TRUE,Material,"Sterling Silver & 14k Gold",,,,,31-6I,6,shopify,1,deny,manual,48,80,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/31-6I.jpg,"Sterling Silver Beehive With 14k Gold Bee, Engraved 'Special Bee', 'Honey Bee'"
31-6J,"Solid 14k Gold Filigree Ball With Clear Cubic Zirconia, 'Snowflake'","14k gold & cubic zirconia solid 14k gold filigree ball with clear cubic zirconia, 'snowflake'.  Made by Chamilia",Chamilia,Bead,"Decorative, Gold, Seasonal, Christmas,Chamilia",TRUE,Material,"14k Gold & Cubic Zirconia",,,,,31-6J,6,shopify,1,deny,manual,192.6,321,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/31-6J.jpg,"Solid 14k Gold Filigree Ball With Clear Cubic Zirconia, 'Snowflake'"
31-7A,"Solid 14k Gold Filigree Ball With Clear Cubic Zirconia, 'Hollow Leaves'","14k gold & cubic zirconia solid 14k gold filigree ball with clear cubic zirconia, 'hollow leaves'.  Made by Chamilia",Chamilia,Bead,"Decorative, Gold,Chamilia",TRUE,Material,"14k Gold & Cubic Zirconia",,,,,31-7A,6,shopify,2,deny,manual,269.4,449,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/31-7A.jpg,"Solid 14k Gold Filigree Ball With Clear Cubic Zirconia, 'Hollow Leaves'"
31-7B,"Levitation Queen Bead, Hand Carved Ivory Freshwater Pearl, Diamon Shapes  Note -  Levitation Beads Contain Patented Mono-Pole Magnets That Cause Them  To Naturally Space Themselves From Each Other To Give A Fuller Look With A Minimun # Of Beads And Will Only Fit On Galatea Bracelets, Earrings And Necklaces Due To A Smaller Diameter Cor","Sterling silver & freshwater pearl levitation queen bead, hand carved ivory freshwater pearl, diamon shapes  note -  levitation beads contain patented mono-pole magnets that cause them  to naturally space themselves from each other to give a fuller look with a minimun # of beads and will only fit on galatea bracelets, earrings and necklaces due to a smaller diameter cor.  Made by Galatea",Galatea,Bead,"Pearls,Galatea",TRUE,Material,"Sterling Silver & Freshwater Pearl",,,,,31-7B,6,shopify,1,deny,manual,39,65,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/31-7B.jpg,"Levitation Queen Bead, Hand Carved Ivory Freshwater Pearl, Diamon Shapes  Note -  Levitation Beads Contain Patented Mono-Pole Magnets That Cause Them  To Naturally Space Themselves From Each Other To Give A Fuller Look With A Minimun # Of Beads And Will Only Fit On Galatea Bracelets, Earrings And Necklaces Due To A Smaller Diameter Cor"
31-7C,"Levitation Queen Bead, Hand Carved White Freshwater Pearl, Diamond Shapes  Note -  Levitation Beads Contain Patented Mono-Pole Magnets That Cause Them  To Naturally Space Themselves From Each Other To Give A Fuller Look With A Minimun # Of Beads And Will Only Fit On Galatea Bracelets, Earrings And Necklaces Due To A Smaller Diameter Core.","Sterling silver & freshwater pearl levitation queen bead, hand carved white freshwater pearl, diamond shapes  note -  levitation beads contain patented mono-pole magnets that cause them  to naturally space themselves from each other to give a fuller look with a minimun # of beads and will only fit on galatea bracelets, earrings and necklaces due to a smaller diameter core..  Made by Galatea",Galatea,Bead,"Pearls,Galatea",TRUE,Material,"Sterling Silver & Freshwater Pearl",,,,,31-7C,6,shopify,1,deny,manual,39,65,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/31-7C.jpg,"Levitation Queen Bead, Hand Carved White Freshwater Pearl, Diamond Shapes  Note -  Levitation Beads Contain Patented Mono-Pole Magnets That Cause Them  To Naturally Space Themselves From Each Other To Give A Fuller Look With A Minimun # Of Beads And Will Only Fit On Galatea Bracelets, Earrings And Necklaces Due To A Smaller Diameter Core."
31-7D,"Levitation Queen Bead, Hand Carved White Freshwater Pearl, Teardrops  Note -  Levitation Beads Contain Patented Mono-Pole Magnets That Cause Them  To Naturally Space Themselves From Each Other To Give A Fuller Look With A Minimun # Of Beads And Will Only Fit On Galatea Bracelets, Earrings And Necklaces Due To A Smaller Diameter Core.","Sterling silver & freshwater pearl levitation queen bead, hand carved white freshwater pearl, teardrops  note -  levitation beads contain patented mono-pole magnets that cause them  to naturally space themselves from each other to give a fuller look with a minimun # of beads and will only fit on galatea bracelets, earrings and necklaces due to a smaller diameter core..  Made by Galatea",Galatea,Bead,"Pearls,Galatea",TRUE,Material,"Sterling Silver & Freshwater Pearl",,,,,31-7D,6,shopify,1,deny,manual,39,65,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/31-7D.jpg,"Levitation Queen Bead, Hand Carved White Freshwater Pearl, Teardrops  Note -  Levitation Beads Contain Patented Mono-Pole Magnets That Cause Them  To Naturally Space Themselves From Each Other To Give A Fuller Look With A Minimun # Of Beads And Will Only Fit On Galatea Bracelets, Earrings And Necklaces Due To A Smaller Diameter Core."
31-7E,"Levitation Queen Bead, Hand Carved Ivory Freshwater Pearl, Vertical Lines  Note -  Levitation Beads Contain Patented Mono-Pole Magnets That Cause Them  To Naturally Space Themselves From Each Other To Give A Fuller Look With A Minimun # Of Beads And Will Only Fit On Galatea Bracelets, Earrings And Necklaces Due To A Smaller Diameter Core.","Sterling silver & freshwater pearl levitation queen bead, hand carved ivory freshwater pearl, vertical lines  note -  levitation beads contain patented mono-pole magnets that cause them  to naturally space themselves from each other to give a fuller look with a minimun # of beads and will only fit on galatea bracelets, earrings and necklaces due to a smaller diameter core..  Made by Galatea",Galatea,Bead,"Pearls,Galatea",TRUE,Material,"Sterling Silver & Freshwater Pearl",,,,,31-7E,6,shopify,1,deny,manual,39,65,TRUE,TRUE,,http://cdn.shopify.com/s/files/1/0234/5347/files/31-7E.jpg,"Levitation Queen Bead, Hand Carved Ivory Freshwater Pearl, Vertical Lines  Note -  Levitation Beads Contain Patented Mono-Pole Magnets That Cause Them  To Naturally Space Themselves From Each Other To Give A Fuller Look With A Minimun # Of Beads And Will Only Fit On Galatea Bracelets, Earrings And Necklaces Due To A Smaller Diameter Core."
